1stFlrSF,2ndFlrSF,3SsnPorch,Alley,BedroomAbvGr,BldgType,BsmtCond,BsmtExposure,BsmtFinSF1,BsmtFinSF2,BsmtFinType1,BsmtFinType2,BsmtFullBath,BsmtHalfBath,BsmtQual,BsmtUnfSF,CentralAir,Condition1,Electrical,EnclosedPorch,ExterCond,ExterQual,Exterior1st,Exterior2nd,Fence,FireplaceQu,Fireplaces,Foundation,FullBath,Functional,GarageArea,GarageCars,GarageCond,GarageFinish,GarageQual,GarageType,GarageYrBlt,GrLivArea,HalfBath,HeatingQC,HouseStyle,KitchenAbvGr,KitchenQual,LandContour,LandSlope,LotArea,LotConfig,LotFrontage,LotShape,LowQualFinSF,MSSubClass,MSZoning,MasVnrArea,MasVnrType,MiscFeature,MiscVal,MoSold,Neighborhood,OpenPorchSF,OverallCond,OverallQual,PavedDrive,PoolArea,PoolQC,RoofStyle,SaleCondition,ScreenPorch,TotRmsAbvGrd,TotalBsmtSF,WoodDeckSF,YrSold,Num_Bathrooms,ExtStructSF,HouseSF,YearRemodAgg
990,0,0,None,3,1Fam,4,3,722.0,0.0,2,6,1.0,0.0,2,268.0,Y,Norm,4,0,4,3,VinylSd,VinylSd,4,3,0,PConc,1,6,528.0,2.0,5,3,5,Detchd,1997.0,990,0,0,1Story,1,3,Low,1,9750,Inside,65.0,3,0,20,RL,0.0,None,None,0,8,CollgCr,0,6,4,2,0,3,Gable,Normal,0,5,990.0,168,2008,2.0,168,2508.0,1994.0
1418,0,0,None,3,1Fam,4,1,1308.0,0.0,2,6,1.0,0.0,2,110.0,Y,Norm,4,0,4,3,VinylSd,VinylSd,4,5,1,PConc,2,6,558.0,2.0,5,2,5,Attchd,1997.0,1418,0,0,1Story,1,2,Lvl,0,8696,Inside,68.0,0,0,20,RL,150.0,BrkFace,None,0,5,CollgCr,110,4,6,2,0,3,Gable,Normal,0,5,1418.0,208,2008,3.0,318,3394.0,1997.5
872,899,0,None,3,1Fam,4,3,688.0,0.0,2,6,1.0,0.0,2,176.0,Y,PosN,4,0,4,3,VinylSd,VinylSd,4,3,0,PConc,2,6,600.0,2.0,5,2,5,Attchd,1997.0,1771,1,0,2Story,1,2,Lvl,0,13142,Corner,68.0,0,0,60,RL,128.0,BrkFace,None,0,7,CollgCr,96,4,5,2,0,3,Gable,Normal,0,6,864.0,0,2008,3.5,96,3235.0,1997.0
782,870,0,None,3,1Fam,4,2,527.0,0.0,2,6,0.0,0.0,2,255.0,Y,Norm,4,0,4,2,VinylSd,VinylSd,4,3,0,PConc,2,6,532.0,2.0,5,2,5,Attchd,2000.0,1652,1,0,2Story,1,2,Lvl,0,8998,Inside,68.0,0,0,60,RL,120.0,BrkFace,None,0,6,CollgCr,70,4,6,2,0,3,Gable,Normal,0,6,782.0,0,2008,2.5,70,2966.0,2000.0
928,895,0,None,3,1Fam,4,3,663.0,0.0,2,6,1.0,0.0,2,265.0,Y,Norm,4,0,4,2,VinylSd,VinylSd,4,3,0,PConc,2,6,626.0,2.0,5,2,5,Attchd,2000.0,1823,1,0,2Story,1,2,Lvl,0,12192,Inside,75.0,0,0,60,RL,0.0,None,Shed,4500,5,CollgCr,36,4,6,2,0,3,Gable,Normal,0,6,928.0,192,2008,3.5,228,3377.0,2000.5
1174,0,0,None,3,1Fam,4,2,781.0,0.0,0,6,1.0,0.0,2,83.0,Y,Norm,4,280,4,3,HdBoard,HdBoard,4,3,0,CBlock,1,6,528.0,2.0,5,3,5,Attchd,1978.0,1174,0,0,1Story,1,3,Lvl,0,12250,Inside,68.0,0,0,20,RL,180.0,BrkFace,None,0,5,CollgCr,0,5,4,2,0,3,Gable,Normal,0,5,864.0,211,2008,2.0,491,2566.0,1978.0
1076,0,0,None,3,1Fam,4,0,294.0,0.0,0,6,0.0,0.0,4,782.0,Y,Norm,4,0,4,3,HdBoard,HdBoard,2,1,1,CBlock,1,6,576.0,2.0,5,3,5,Detchd,1985.0,1076,1,4,1Story,1,3,Lvl,0,9216,Inside,68.0,0,0,20,RL,176.0,BrkFace,None,0,9,CollgCr,0,5,4,2,0,3,Gable,Abnorml,0,5,1076.0,0,2008,1.5,0,2728.0,1975.0
1558,0,0,None,2,1Fam,4,3,88.0,596.0,5,0,1.0,0.0,4,180.0,Y,Norm,4,239,4,3,Plywood,Wd Sdng,4,3,0,CBlock,2,3,440.0,2.0,5,0,5,Attchd,1975.0,1558,0,4,1Story,1,3,Lvl,0,14330,CulDSac,40.0,0,0,20,RL,0.0,None,None,0,8,CollgCr,0,5,4,2,0,3,Gable,Normal,227,5,864.0,140,2008,3.0,606,2862.0,1988.0
1290,871,0,None,3,1Fam,4,3,0.0,0.0,6,6,0.0,0.0,2,1257.0,Y,Norm,4,0,4,2,VinylSd,VinylSd,4,5,1,PConc,2,6,570.0,2.0,5,2,5,Attchd,2001.0,2161,1,0,2Story,1,2,Lvl,0,10400,Inside,68.0,3,0,60,RL,227.0,BrkFace,None,0,6,CollgCr,84,4,6,2,0,3,Gable,Normal,0,8,1257.0,0,2008,2.5,84,3988.0,2001.0
1366,581,0,None,3,1Fam,4,2,1194.0,0.0,2,6,1.0,0.0,2,163.0,Y,Norm,4,0,4,2,VinylSd,VinylSd,4,5,1,PConc,2,6,725.0,3.0,5,0,5,BuiltIn,2001.0,1947,1,0,2Story,1,2,Lvl,0,9720,CulDSac,68.0,0,0,60,RL,134.0,BrkFace,None,0,1,CollgCr,116,4,8,2,0,3,Gable,Normal,0,7,1357.0,168,2008,3.5,284,4029.0,2001.5
1786,0,0,None,3,1Fam,4,1,1538.0,0.0,2,6,1.0,0.0,0,240.0,Y,Norm,4,0,4,2,VinylSd,VinylSd,4,2,1,PConc,2,6,715.0,3.0,5,2,5,Attchd,2002.0,1786,0,0,1Story,1,2,Lvl,0,14860,CulDSac,68.0,1,0,20,RL,240.0,BrkFace,None,0,6,CollgCr,35,4,7,2,0,3,Hip,Normal,0,6,1778.0,182,2008,3.0,217,4279.0,2002.5
1129,1198,0,None,4,1Fam,4,3,0.0,0.0,6,6,0.0,0.0,2,1129.0,Y,Norm,4,0,4,2,VinylSd,VinylSd,4,2,1,PConc,2,6,596.0,2.0,5,2,5,BuiltIn,2003.0,2327,1,0,2Story,1,2,Lvl,0,10905,CulDSac,41.0,1,0,60,RL,0.0,None,None,0,8,CollgCr,57,4,6,2,0,3,Gable,Normal,0,9,1129.0,0,2008,2.5,57,4052.0,2003.0
886,878,0,None,3,1Fam,4,0,0.0,0.0,6,6,0.0,0.0,2,850.0,Y,Norm,4,0,4,2,VinylSd,VinylSd,4,5,1,PConc,2,6,560.0,2.0,5,3,5,Attchd,1999.0,1764,1,0,2Story,1,2,Lvl,0,11690,Inside,96.0,0,0,60,RL,192.0,BrkFace,None,0,6,CollgCr,29,4,7,2,0,3,Gable,Normal,0,7,850.0,120,2008,2.5,149,3174.0,1999.5
848,0,0,None,1,TwnhsE,4,2,662.0,0.0,2,6,1.0,0.0,2,186.0,Y,Norm,4,0,4,2,VinylSd,VinylSd,4,3,0,PConc,1,6,420.0,2.0,5,2,5,Attchd,2004.0,848,0,0,1Story,1,2,Lvl,0,4426,Inside,68.0,3,0,120,RM,205.0,BrkFace,None,0,2,CollgCr,0,4,5,2,0,3,Gable,Normal,0,3,848.0,140,2008,2.0,140,2116.0,2004.0
1838,0,0,None,2,Duplex,4,1,1593.0,162.0,2,3,2.0,0.0,2,83.0,Y,Norm,4,0,2,3,VinylSd,VinylSd,4,3,0,PConc,2,6,721.0,3.0,5,3,5,Attchd,1998.0,1838,0,0,SFoyer,2,3,Lvl,0,10126,Corner,83.0,3,0,90,RM,0.0,None,None,0,7,CollgCr,67,4,5,2,0,3,Gable,Abnorml,0,8,1838.0,160,2008,4.0,227,4397.0,1997.5
1445,0,0,None,3,1Fam,4,2,24.0,0.0,2,6,0.0,0.0,2,1421.0,Y,Norm,4,0,4,2,VinylSd,VinylSd,4,3,0,PConc,2,6,470.0,2.0,5,3,5,Attchd,2004.0,1445,0,0,1Story,1,2,Lvl,0,9750,Inside,75.0,3,0,20,RL,50.0,Stone,None,0,6,CollgCr,35,4,6,2,0,3,Gable,Normal,0,6,1445.0,0,2008,2.0,35,3360.0,2004.0
1564,0,0,None,3,1Fam,4,3,56.0,0.0,2,6,0.0,0.0,2,1508.0,Y,Norm,4,0,4,2,VinylSd,VinylSd,4,3,0,PConc,2,6,814.0,3.0,5,2,5,Attchd,2007.0,1564,0,0,1Story,1,2,Lvl,0,11058,Corner,85.0,3,0,20,RL,212.0,Stone,None,0,2,CollgCr,24,5,6,2,0,3,Gable,Normal,0,6,1564.0,0,2008,2.0,24,3942.0,2007.0
1361,0,0,None,3,1Fam,4,0,24.0,0.0,2,6,0.0,0.0,2,1327.0,Y,Norm,4,0,4,2,VinylSd,VinylSd,4,3,0,PConc,2,6,610.0,2.0,5,2,5,Attchd,2007.0,1361,0,0,1Story,1,2,Lvl,0,9627,Inside,74.0,3,0,20,RL,0.0,None,None,0,6,CollgCr,50,4,6,2,0,3,Gable,Normal,0,6,1351.0,0,2008,2.0,50,3322.0,2007.0
1092,0,0,None,3,1Fam,4,3,609.0,0.0,5,6,0.0,0.0,4,483.0,Y,Norm,4,0,4,3,HdBoard,HdBoard,2,3,0,CBlock,1,6,264.0,1.0,5,3,5,Attchd,1966.0,1092,0,4,1Story,1,3,Lvl,0,9825,Inside,75.0,3,0,20,RL,0.0,None,None,0,4,Edwards,0,4,4,2,0,3,Hip,Abnorml,161,6,1092.0,259,2008,1.0,420,2448.0,1966.0
1033,0,0,None,3,1Fam,1,1,456.0,0.0,0,6,0.0,1.0,2,0.0,Y,Norm,4,0,4,3,HdBoard,Plywood,4,3,0,CBlock,1,6,504.0,2.0,5,2,1,BuiltIn,1976.0,1033,0,0,SFoyer,1,3,Lvl,0,12102,Inside,64.0,3,0,85,RL,222.0,BrkFace,None,0,4,Edwards,0,4,4,2,0,3,Gable,Family,0,6,456.0,224,2008,1.5,224,1993.0,1976.0
1127,0,0,None,3,1Fam,2,3,1033.0,0.0,1,6,0.0,1.0,4,94.0,Y,Norm,4,138,4,3,HdBoard,Plywood,4,4,1,CBlock,1,6,480.0,2.0,5,3,5,Detchd,1991.0,1127,1,4,1Story,1,3,Lvl,0,6500,Inside,65.0,3,0,20,RL,84.0,BrkFace,None,0,5,Edwards,0,5,5,2,0,3,Hip,Normal,0,6,1127.0,0,2008,2.0,138,2734.0,1976.0
1117,0,0,None,3,1Fam,4,0,368.0,120.0,0,5,1.0,0.0,4,541.0,Y,Norm,4,0,4,3,Plywood,Plywood,4,1,1,CBlock,1,6,542.0,2.0,5,2,5,Attchd,1977.0,1117,0,4,SLvl,1,3,Lvl,0,9638,CulDSac,68.0,0,0,80,RL,0.0,None,None,0,11,Edwards,0,5,5,2,0,3,Hip,Normal,0,6,1029.0,292,2008,2.0,292,2688.0,1977.0
684,714,0,None,3,1Fam,4,0,288.0,0.0,0,6,0.0,0.0,4,396.0,Y,Norm,4,0,4,3,Plywood,Plywood,2,5,1,CBlock,1,6,440.0,2.0,5,0,5,Attchd,1976.0,1398,1,4,2Story,1,3,Lvl,0,7200,Inside,72.0,3,0,60,RL,0.0,None,None,0,2,Edwards,0,6,5,2,0,3,Hip,Normal,0,6,684.0,0,2008,1.5,0,2522.0,1988.5
3820,0,0,None,5,1Fam,2,4,0.0,0.0,4,4,0.0,0.0,3,0.0,Y,Norm,4,0,4,3,Plywood,Plywood,4,2,2,Slab,3,6,624.0,2.0,5,3,5,Attchd,1959.0,3820,1,4,1Story,1,0,Lvl,0,47007,Inside,123.0,0,0,20,RL,0.0,None,None,0,7,Edwards,372,6,4,2,0,3,Gable,Normal,0,11,0.0,0,2008,3.5,372,4444.0,1977.5
1152,0,0,None,2,Duplex,2,4,0.0,0.0,4,4,0.0,0.0,3,0.0,N,Norm,4,0,1,3,AsbShng,Plywood,4,3,0,PConc,2,6,0.0,0.0,3,1,3,None,0.0,1152,0,4,1Story,2,3,Lvl,0,6012,Corner,65.0,3,0,90,RL,0.0,None,None,0,6,Edwards,0,4,3,0,0,3,Gable,AdjLand,0,6,0.0,0,2008,2.0,0,1152.0,1955.0
1152,0,0,None,2,Duplex,2,4,0.0,0.0,4,4,0.0,0.0,3,0.0,N,Norm,1,0,4,3,WdShing,Wd Shng,4,3,0,Slab,2,6,0.0,0.0,3,1,3,None,0.0,1152,0,4,1Story,2,3,Lvl,0,6845,Inside,74.0,3,0,90,RL,58.0,BrkCmn,None,0,7,Edwards,0,4,3,0,0,3,Gable,Normal,0,6,0.0,0,2008,2.0,0,1152.0,1955.0
784,0,0,None,2,2fmCon,4,0,784.0,0.0,0,6,1.0,0.0,4,0.0,N,Norm,2,0,4,3,Wd Sdng,Wd Sdng,4,3,0,CBlock,1,6,0.0,0.0,3,1,3,None,0.0,784,0,4,1Story,1,3,Lvl,0,6931,Inside,56.0,3,0,190,RL,0.0,None,None,0,5,Edwards,0,4,3,2,0,3,Hip,Normal,0,4,784.0,112,2008,2.0,112,1568.0,1955.0
585,468,0,None,2,1Fam,4,3,0.0,0.0,6,6,0.0,0.0,4,585.0,Y,Norm,1,0,4,3,Wd Sdng,Wd Sdng,4,3,0,PConc,1,6,0.0,0.0,3,1,3,None,0.0,1053,1,2,1.5Fin,1,0,Lvl,0,12180,Inside,60.0,3,0,50,RL,0.0,None,None,0,1,Edwards,0,6,4,0,0,3,Gable,Family,0,5,585.0,42,2008,1.5,42,1638.0,1972.5
929,208,0,None,4,1Fam,2,4,0.0,0.0,4,4,0.0,0.0,3,0.0,Y,Norm,4,0,2,3,MetalSd,MetalSd,4,3,0,Slab,1,2,0.0,0.0,3,1,3,None,0.0,1137,1,2,1.5Fin,1,3,Lvl,0,8050,Inside,57.0,3,0,50,RL,0.0,None,None,0,4,Edwards,0,7,4,2,0,3,Gable,Normal,0,8,0.0,0,2008,1.5,0,1137.0,1970.0
930,0,0,None,2,1Fam,4,3,767.0,0.0,5,6,0.0,0.0,2,144.0,Y,Norm,4,0,4,3,MetalSd,MetalSd,2,3,0,CBlock,1,6,286.0,1.0,5,2,5,Attchd,1953.0,930,0,4,1Story,1,3,Bnk,1,9520,Inside,68.0,3,0,20,RL,115.0,Stone,Gar2,3000,5,Edwards,0,4,3,2,0,3,Gable,Normal,0,5,911.0,134,2008,1.0,134,2127.0,1953.0
1204,0,0,None,3,1Fam,4,0,0.0,0.0,6,6,0.0,0.0,0,416.0,Y,Norm,0,0,4,3,Wd Sdng,Wd Sdng,4,3,0,CBlock,1,6,312.0,1.0,5,3,5,Basment,1954.0,1204,0,2,SLvl,1,3,Bnk,1,7692,Inside,62.0,3,0,80,RL,0.0,None,None,0,11,Edwards,0,5,3,2,0,3,Gable,Abnorml,0,6,416.0,0,2008,1.0,0,1932.0,1954.0
949,343,0,None,3,1Fam,4,3,224.0,0.0,0,6,0.0,0.0,4,725.0,Y,Norm,4,183,4,3,Wd Sdng,Wd Sdng,4,3,0,PConc,1,6,205.0,1.0,5,3,5,Detchd,1923.0,1292,1,4,1.5Fin,1,2,Lvl,0,5142,Inside,67.0,3,0,30,RL,0.0,None,None,0,6,Edwards,0,6,3,0,0,3,Gable,Normal,0,6,949.0,0,2008,1.5,183,2446.0,1965.5
1424,0,0,None,2,1Fam,4,3,0.0,0.0,6,6,0.0,0.0,4,1228.0,Y,Norm,4,90,4,3,WdShing,Wd Shng,4,2,1,BrkTil,2,6,312.0,1.0,5,3,5,Attchd,1921.0,1424,0,0,1Story,1,3,Lvl,0,7290,Corner,60.0,3,0,30,RL,174.0,BrkFace,None,0,4,SWISU,0,7,6,2,0,3,Gable,Normal,0,7,1228.0,0,2008,2.0,90,2964.0,1935.5
960,960,0,None,4,Duplex,4,3,281.0,679.0,0,5,2.0,0.0,4,0.0,Y,Norm,4,121,4,3,Stucco,Stucco,4,2,2,BrkTil,2,6,480.0,2.0,5,3,5,Detchd,1930.0,1920,2,0,2.5Unf,2,3,Lvl,0,7804,Inside,64.0,3,0,90,RL,0.0,None,None,0,7,SWISU,0,6,5,2,0,3,Gable,Abnorml,0,10,960.0,248,2008,5.0,369,3360.0,1940.0
672,644,0,None,2,1Fam,4,3,379.0,0.0,1,6,1.0,0.0,4,265.0,Y,Norm,4,0,4,3,Wd Sdng,Wd Sdng,2,2,1,BrkTil,1,6,369.0,1.0,5,3,5,Detchd,2001.0,1316,0,0,2Story,1,3,Bnk,0,8969,Inside,66.0,3,0,70,RL,0.0,None,None,0,7,Crawfor,0,5,5,1,0,3,Gambrel,Normal,192,6,644.0,0,2008,2.0,192,2329.0,1938.0
676,588,0,None,3,1Fam,4,3,0.0,0.0,6,6,0.0,0.0,2,676.0,Y,Norm,4,0,4,3,Wd Sdng,Wd Shng,4,3,0,BrkTil,1,6,400.0,2.0,5,3,5,Detchd,1994.0,1264,0,0,1.5Fin,1,3,Lvl,0,15564,Inside,63.0,3,0,50,RL,0.0,None,Shed,400,1,Crawfor,0,5,5,2,0,3,Gable,Normal,0,6,676.0,424,2008,1.0,424,2340.0,1954.5
798,714,0,None,3,1Fam,4,3,406.0,0.0,0,6,1.0,0.0,1,392.0,Y,Norm,4,41,2,2,Stucco,Stucco,0,2,1,PConc,2,6,180.0,1.0,5,3,5,Detchd,1925.0,1512,0,0,2Story,1,2,Lvl,0,7609,Corner,54.0,3,0,70,RL,0.0,None,None,0,6,Crawfor,16,8,7,1,0,3,Gable,Normal,0,7,798.0,85,2008,3.0,142,2490.0,1961.0
819,784,0,None,4,1Fam,4,3,0.0,0.0,6,6,0.0,0.0,4,784.0,Y,Norm,4,0,4,3,Wd Sdng,Plywood,4,2,1,BrkTil,1,6,599.0,2.0,5,3,5,Attchd,1980.0,1603,0,4,2Story,1,3,HLS,0,9650,Corner,68.0,0,0,70,RL,0.0,None,None,0,6,Crawfor,217,2,5,2,0,3,Hip,Normal,0,7,784.0,0,2008,1.0,217,2986.0,1936.5
1265,673,0,Grvl,4,1Fam,4,3,606.0,0.0,1,6,0.0,0.0,4,336.0,Y,Norm,4,0,4,3,WdShing,Wd Shng,4,2,1,CBlock,2,3,240.0,1.0,5,3,5,Detchd,1937.0,1938,0,0,1.5Fin,1,2,HLS,1,11700,Inside,68.0,0,0,50,RL,0.0,None,None,0,7,Crawfor,40,5,4,2,0,3,Gable,Normal,0,7,942.0,0,2008,2.0,40,3120.0,1966.0
932,442,0,Grvl,3,1Fam,4,3,0.0,0.0,6,6,0.0,0.0,4,884.0,Y,Feedr,1,0,4,3,Wd Sdng,Wd Sdng,4,3,0,BrkTil,1,6,225.0,1.0,5,3,5,Detchd,1938.0,1374,0,4,1.5Fin,1,3,HLS,0,9260,Inside,68.0,0,0,50,RL,0.0,None,None,0,3,Crawfor,0,3,4,2,0,3,Gable,Normal,100,6,884.0,64,2008,1.0,164,2483.0,1944.0
1091,0,0,None,2,1Fam,4,3,500.0,0.0,5,6,0.0,1.0,4,591.0,N,Feedr,0,0,1,3,WdShing,Plywood,2,5,1,PConc,1,6,344.0,1.0,5,0,5,Attchd,1951.0,1091,0,1,1Story,1,3,Lvl,0,7801,Corner,79.0,0,0,20,RL,88.0,BrkFace,None,0,5,Crawfor,105,4,5,2,0,3,Hip,Normal,221,5,1091.0,66,2008,1.5,392,2526.0,1951.0
983,890,0,None,4,1Fam,0,3,210.0,0.0,3,6,0.0,0.0,4,398.0,Y,Norm,4,207,4,3,BrkFace,Stucco,4,2,2,PConc,1,6,786.0,2.0,5,0,1,Detchd,1935.0,1873,1,4,2Story,1,3,HLS,1,9670,Inside,100.0,0,0,70,RL,40.0,Stone,None,0,6,Crawfor,0,5,7,2,0,3,Gable,Alloca,0,9,608.0,0,2008,1.5,207,3267.0,1942.5
1218,943,0,None,3,1Fam,1,3,435.0,0.0,2,6,1.0,0.0,4,397.0,Y,Norm,4,0,2,3,VinylSd,VinylSd,4,5,2,CBlock,2,6,506.0,2.0,5,0,5,Attchd,1994.0,2161,1,0,1.5Fin,1,2,Bnk,0,12392,Inside,70.0,3,0,50,RL,0.0,None,None,0,4,Crawfor,96,8,6,2,0,3,Gable,Normal,0,8,832.0,0,2008,3.5,96,3499.0,1975.0
1898,0,0,None,3,1Fam,4,3,1116.0,0.0,5,6,0.0,0.0,4,782.0,Y,Norm,0,224,4,3,BrkFace,MetalSd,2,5,2,PConc,2,6,484.0,2.0,5,3,5,Attchd,1956.0,1898,1,0,1Story,1,3,Lvl,0,26073,CulDSac,56.0,0,0,20,RL,0.0,None,None,0,4,Crawfor,51,4,4,2,0,3,Gable,Normal,0,7,1898.0,0,2008,2.5,275,4280.0,1956.0
516,516,0,None,2,Twnhs,4,3,366.0,0.0,2,6,0.0,0.0,2,150.0,Y,Norm,4,0,4,3,MetalSd,MetalSd,0,5,1,CBlock,1,6,462.0,2.0,5,3,5,Detchd,1980.0,1032,0,4,2Story,1,3,Lvl,0,1879,CulDSac,24.0,3,0,160,RM,0.0,None,None,0,12,Blueste,0,5,5,2,0,3,Gable,Normal,0,5,516.0,213,2008,1.0,213,2010.0,1980.0
919,0,0,None,2,1Fam,4,3,299.0,40.0,5,2,1.0,0.0,4,555.0,Y,Norm,4,116,2,3,VinylSd,VinylSd,2,3,0,BrkTil,1,6,195.0,1.0,5,3,5,Detchd,1926.0,919,0,4,1Story,1,3,Lvl,0,7000,Inside,50.0,3,0,30,RM,0.0,None,None,0,7,IDOTRR,0,7,5,1,0,3,Gable,Normal,0,5,894.0,0,2008,2.0,116,2008.0,1962.0
760,330,0,None,3,1Fam,4,3,0.0,0.0,6,6,0.0,0.0,1,720.0,Y,Norm,4,0,4,3,VinylSd,VinylSd,4,3,0,CBlock,1,6,240.0,1.0,5,3,5,Detchd,1940.0,1090,0,2,1.5Fin,1,3,Lvl,0,6000,Inside,60.0,3,0,50,RM,0.0,None,None,0,7,IDOTRR,0,7,5,2,0,3,Gable,Normal,0,5,720.0,0,2008,1.0,0,2050.0,1973.0
780,420,0,None,4,1Fam,4,3,0.0,0.0,6,6,0.0,0.0,2,780.0,Y,Norm,0,96,4,3,Wd Sdng,Wd Sdng,4,3,0,CBlock,1,6,0.0,0.0,3,1,3,None,0.0,1200,0,2,1.5Fin,1,3,Lvl,0,8155,Inside,58.0,3,0,50,RM,0.0,None,None,0,7,IDOTRR,0,6,4,2,0,3,Gable,Normal,0,7,780.0,0,2008,1.0,96,1980.0,1940.0
1092,564,0,None,3,1Fam,4,2,257.0,0.0,5,6,0.0,0.0,2,367.0,Y,Norm,4,0,4,1,HdBoard,Plywood,2,4,1,CBlock,1,4,288.0,1.0,5,3,5,Attchd,1967.0,1656,1,0,SLvl,1,3,Lvl,0,6000,Inside,75.0,3,0,80,RM,0.0,None,None,0,7,IDOTRR,180,4,4,2,0,3,Hip,Normal,100,7,624.0,0,2008,1.5,280,2568.0,1967.0
912,0,0,None,2,1Fam,4,3,0.0,0.0,6,6,0.0,0.0,4,520.0,Y,Norm,0,0,4,3,Wd Sdng,Wd Sdng,4,3,0,BrkTil,1,6,360.0,1.0,5,2,5,Detchd,1934.0,912,0,4,1Story,1,3,Lvl,0,7392,Inside,60.0,3,0,30,RM,0.0,None,None,0,5,IDOTRR,90,6,4,2,0,3,Gable,Normal,0,5,520.0,0,2008,1.0,90,1792.0,1962.5
1151,804,0,None,4,1Fam,4,3,330.0,0.0,0,6,0.0,0.0,4,821.0,Y,Norm,0,0,4,3,WdShing,Wd Shng,4,3,0,CBlock,2,6,356.0,1.0,5,0,5,Attchd,1958.0,1955,0,2,1.5Fin,1,3,Lvl,0,9000,Inside,75.0,3,0,50,RM,162.0,BrkFace,None,0,1,IDOTRR,0,4,4,2,0,3,Gable,Normal,0,7,1151.0,0,2008,2.0,0,3462.0,1958.0
733,0,0,None,2,1Fam,2,4,0.0,0.0,4,4,0.0,0.0,3,0.0,N,Norm,0,0,3,1,AsbShng,VinylSd,4,3,0,Slab,1,6,487.0,2.0,4,3,1,Attchd,1952.0,733,0,3,1Story,1,1,Low,1,14584,Inside,80.0,3,0,20,RL,0.0,None,None,0,2,IDOTRR,0,4,0,0,0,3,Gable,Abnorml,0,4,0.0,0,2008,1.0,0,1220.0,1952.0
825,536,0,None,2,1Fam,0,3,0.0,0.0,6,6,0.0,0.0,3,173.0,N,Feedr,4,0,4,3,Wd Sdng,Wd Sdng,4,3,0,Stone,1,6,185.0,1.0,5,3,1,Detchd,1895.0,1361,0,0,2Story,1,3,Lvl,0,5280,Corner,60.0,3,0,70,C (all),0.0,None,None,0,7,IDOTRR,123,6,3,2,0,3,Gable,Normal,0,6,173.0,0,2008,1.0,123,1719.0,1922.5
671,378,0,None,2,1Fam,4,3,0.0,0.0,6,6,0.0,0.0,3,356.0,N,Feedr,0,0,4,3,Plywood,Plywood,4,3,0,PConc,1,6,195.0,1.0,1,3,4,Detchd,1910.0,1049,0,4,1.5Fin,1,3,Lvl,0,5150,Corner,52.0,3,0,50,C (all),0.0,None,None,0,5,IDOTRR,0,6,3,0,0,3,Gable,Normal,0,5,356.0,0,2008,1.0,0,1600.0,1955.0
432,432,0,None,3,1Fam,0,2,0.0,0.0,6,6,0.0,0.0,1,592.0,Y,Norm,4,160,4,3,MetalSd,MetalSd,4,3,0,Stone,1,3,216.0,1.0,1,3,1,Detchd,1920.0,864,1,0,2Story,1,1,Bnk,0,9000,Inside,60.0,3,0,70,C (all),0.0,None,None,0,6,IDOTRR,30,5,3,0,0,3,Gable,Normal,0,5,592.0,0,2008,1.5,190,1672.0,1935.0
1648,0,153,None,2,TwnhsE,4,1,1476.0,0.0,2,6,1.0,1.0,0,120.0,Y,Norm,4,0,4,0,CemntBd,CmentBd,4,2,1,PConc,2,6,525.0,2.0,5,0,5,Attchd,2007.0,1648,0,0,1Story,1,0,HLS,1,3843,Inside,44.0,0,0,120,RM,186.0,Stone,None,0,8,Crawfor,53,4,7,2,0,3,Hip,Partial,0,5,1596.0,162,2008,3.5,368,3769.0,2007.5
1646,0,0,None,2,TwnhsE,4,1,1474.0,0.0,2,6,1.0,1.0,0,120.0,Y,Norm,4,0,4,2,CemntBd,CmentBd,4,2,1,PConc,2,6,482.0,2.0,5,0,5,Attchd,2004.0,1646,0,0,1Story,1,0,HLS,1,3811,Inside,44.0,0,0,120,RM,174.0,Stone,None,0,7,Crawfor,53,4,6,2,0,3,Hip,Normal,155,5,1594.0,128,2008,3.5,336,3722.0,2004.5
2032,0,0,None,3,1Fam,4,2,700.0,0.0,2,6,1.0,0.0,0,1140.0,Y,Norm,4,192,4,2,MetalSd,MetalSd,4,3,0,PConc,3,6,786.0,3.0,5,0,5,Attchd,1996.0,2032,0,0,1Story,1,2,Lvl,0,23730,Inside,68.0,1,0,20,RL,668.0,BrkFace,None,0,9,Mitchel,46,4,6,2,0,3,Gable,Normal,0,7,1840.0,0,2008,4.0,238,4658.0,1996.5
910,910,0,None,3,1Fam,4,2,0.0,0.0,6,6,0.0,0.0,2,910.0,Y,Norm,4,0,4,3,VinylSd,VinylSd,4,5,1,PConc,2,6,816.0,3.0,5,3,5,Attchd,1996.0,1820,1,0,2Story,1,2,Lvl,0,11050,Inside,68.0,3,0,60,RL,0.0,None,None,0,9,Mitchel,32,4,6,2,0,3,Gable,Normal,0,8,910.0,318,2008,2.5,350,3546.0,1996.5
936,936,0,None,4,Duplex,2,4,0.0,0.0,4,4,0.0,0.0,3,0.0,Y,Norm,4,0,4,3,Plywood,Plywood,4,3,0,CBlock,2,6,484.0,2.0,5,3,5,Attchd,1976.0,1872,2,4,2Story,2,3,Lvl,0,10260,Inside,76.0,3,0,90,RL,0.0,None,None,0,11,Mitchel,0,3,4,2,0,3,Gable,Abnorml,0,8,0.0,0,2008,3.0,0,2356.0,1976.0
