1stFlrSF,2ndFlrSF,3SsnPorch,Alley,BedroomAbvGr,BsmtCond,BsmtExposure,BsmtFinSF1,BsmtFinSF2,BsmtFinType1,BsmtFinType2,BsmtFullBath,BsmtHalfBath,BsmtQual,BsmtUnfSF,CentralAir,Condition1,Condition2,Electrical,EnclosedPorch,ExtStructSF,ExterCond,ExterQual,Exterior1st,Fence,FireplaceQu,Fireplaces,Foundation,FullBath,Functional,GarageArea,GarageCars,GarageCond,GarageFinish,GarageQual,GarageType,GarageYrBlt,GrLivArea,HalfBath,Heating,HeatingQC,HouseSF,HouseStyle,KitchenAbvGr,KitchenQual,LandSlope,LotArea,LotFrontage,LotShape,LowQualFinSF,MasVnrArea,MasVnrType,MiscFeature,MiscVal,MoSold,Neighborhood,Num_Bathrooms,OpenPorchSF,OverallCond,OverallQual,PavedDrive,PoolArea,PoolQC,RoofMatl,ScreenPorch,Street,TotRmsAbvGrd,TotalBsmtSF,WoodDeckSF,YrSold,YearRemodAgg
1093,0,0,None,3,4,3,792.0,0.0,0,6,1.0,0.0,4,301.0,Y,Norm,Norm,4,0,224,4,3,HdBoard,2,1,1,CBlock,2,6,484.0,2.0,5,2,5,Attchd,1966.0,1093,0,GasA,2,2670.0,1Story,1,3,0,10738,88.0,0,0,0.0,None,Shed,400,11,NWAmes,3.0,0,6,5,2,0,3,CompShg,0,Pave,6,1093.0,224,2007,1966.0
1052,0,0,None,3,4,3,617.0,264.0,1,5,1.0,0.0,4,171.0,Y,Norm,Norm,4,0,133,4,3,HdBoard,4,3,0,CBlock,1,6,311.0,1.0,5,0,5,Attchd,1963.0,1052,0,GasA,4,2415.0,1Story,1,3,0,10800,80.0,3,0,203.0,BrkFace,None,0,2,NWAmes,2.0,133,4,5,2,0,3,CompShg,0,Pave,6,1052.0,0,2007,1963.0
1107,0,0,None,3,4,3,474.0,38.0,0,1,1.0,0.0,4,437.0,Y,Norm,Norm,4,0,152,4,3,MetalSd,4,3,0,CBlock,1,6,308.0,1.0,5,2,5,Attchd,1967.0,1107,0,GasA,4,2364.0,1Story,1,2,0,8050,70.0,3,0,0.0,None,None,0,3,NAmes,2.0,64,5,4,2,0,3,CompShg,0,Pave,5,949.0,88,2007,1980.0
1224,0,0,None,2,2,4,0.0,0.0,4,4,0.0,0.0,3,0.0,N,Norm,Norm,4,0,0,4,3,HdBoard,4,3,0,Slab,2,6,530.0,3.0,5,3,5,CarPort,1964.0,1224,0,GasA,4,1754.0,1Story,2,3,0,10899,73.0,0,0,0.0,None,None,0,4,NAmes,2.0,0,4,3,2,0,3,CompShg,0,Pave,8,0.0,0,2007,1964.0
1074,0,0,None,2,4,3,438.0,206.0,5,3,0.0,0.0,4,250.0,Y,Norm,Norm,4,0,72,4,3,Wd Sdng,1,2,1,CBlock,1,2,396.0,2.0,5,3,5,Detchd,1966.0,1074,0,GasA,2,2364.0,1Story,1,2,0,7450,74.0,0,0,0.0,None,None,0,1,NAmes,1.0,72,4,4,2,0,3,CompShg,0,Pave,6,894.0,0,2007,1956.0
1187,0,0,None,2,4,3,311.0,167.0,0,3,1.0,0.0,4,386.0,Y,Norm,Norm,4,0,128,4,3,Wd Sdng,4,5,1,CBlock,1,6,440.0,2.0,5,2,5,Attchd,1961.0,1187,0,GasA,4,2491.0,1Story,1,3,0,14357,73.0,0,0,0.0,None,None,0,8,NAmes,2.0,0,4,4,2,0,3,CompShg,0,Pave,6,864.0,128,2007,1961.0
964,0,0,None,3,4,3,700.0,0.0,0,6,0.0,0.0,4,264.0,Y,Norm,Norm,4,0,170,2,3,VinylSd,0,1,1,CBlock,1,6,784.0,2.0,5,0,5,Detchd,1985.0,964,0,GasA,0,2712.0,1Story,1,3,0,8243,76.0,0,0,56.0,BrkFace,None,0,2,NAmes,1.0,0,6,4,2,0,3,CompShg,0,Pave,5,964.0,170,2007,1961.0
894,0,0,None,3,4,3,0.0,0.0,6,6,0.0,0.0,4,894.0,Y,Norm,Norm,4,0,0,4,3,CemntBd,4,3,0,CBlock,1,6,312.0,1.0,5,3,5,Detchd,1965.0,894,0,GasA,4,2100.0,1Story,1,3,0,8680,70.0,3,0,0.0,None,None,0,1,NAmes,1.0,0,6,4,2,0,3,CompShg,0,Pave,5,894.0,0,2007,1960.0
1200,0,0,None,3,4,3,654.0,0.0,1,6,0.0,1.0,4,520.0,Y,Norm,Norm,4,0,0,4,3,HdBoard,2,5,1,CBlock,2,6,440.0,2.0,5,2,5,Attchd,1966.0,1200,0,GasA,0,2814.0,1Story,1,3,0,8800,80.0,3,0,202.0,BrkFace,None,0,10,NAmes,2.5,0,5,6,2,0,3,CompShg,0,Pave,6,1174.0,0,2007,1966.0
1042,0,0,None,3,4,1,494.0,0.0,2,6,0.0,0.0,4,548.0,Y,Norm,Norm,4,0,192,4,3,HdBoard,0,3,0,CBlock,2,6,440.0,2.0,5,2,5,Attchd,1965.0,1042,0,GasA,4,2524.0,SLvl,1,3,0,9200,80.0,3,0,98.0,BrkFace,None,0,5,NAmes,2.0,0,4,5,2,0,3,CompShg,0,Pave,5,1042.0,192,2007,1965.0
845,1309,0,None,5,4,3,414.0,0.0,0,6,0.0,0.0,4,431.0,Y,Norm,Norm,4,0,161,2,3,MetalSd,2,2,1,CBlock,2,6,539.0,2.0,5,2,5,Attchd,1964.0,2154,1,GasA,0,3538.0,2Story,1,3,0,8800,80.0,3,0,306.0,BrkFace,None,0,7,NAmes,2.5,0,6,5,2,0,3,CompShg,161,Pave,8,845.0,0,2007,1980.5
1374,0,0,None,3,4,3,54.0,543.0,0,5,0.0,1.0,4,533.0,Y,Norm,Norm,4,84,112,4,3,Wd Sdng,2,5,1,CBlock,1,6,286.0,1.0,5,2,5,Attchd,1964.0,1374,0,GasA,4,2790.0,1Story,1,3,0,11382,73.0,0,0,212.0,BrkFace,None,0,8,NAmes,1.5,28,4,5,2,0,3,CompShg,0,Pave,7,1130.0,0,2007,1964.0
1652,0,0,None,3,4,2,1386.0,0.0,0,6,1.0,0.0,4,206.0,Y,Norm,Norm,4,0,201,2,3,MetalSd,4,2,1,CBlock,1,6,510.0,2.0,5,2,5,Attchd,1959.0,1652,1,GasA,2,3754.0,1Story,1,2,0,22002,73.0,3,0,136.0,BrkFace,None,0,7,NAmes,2.5,0,6,5,2,0,3,CompShg,201,Pave,6,1592.0,0,2007,1975.0
908,0,0,None,2,4,3,130.0,259.0,3,5,0.0,0.0,4,433.0,Y,Norm,Norm,4,0,500,4,3,Wd Sdng,2,3,0,PConc,1,6,512.0,2.0,5,3,5,Attchd,1975.0,908,0,GasA,4,2242.0,1.5Unf,1,3,0,12172,85.0,3,0,0.0,None,None,0,10,NAmes,1.0,24,6,4,2,0,3,CompShg,192,Pave,4,822.0,284,2007,1968.0
666,0,0,None,2,0,3,299.0,0.0,3,6,0.0,1.0,1,367.0,N,Norm,Norm,4,0,52,1,1,WdShing,2,3,0,CBlock,1,6,0.0,0.0,3,1,3,None,0.0,666,0,GasA,1,1332.0,1Story,1,2,0,5000,50.0,3,0,0.0,None,None,0,4,BrkSide,1.5,52,2,2,0,0,3,CompShg,0,Pave,4,666.0,0,2007,1948.0
442,228,0,None,2,4,3,144.0,0.0,3,6,1.0,0.0,4,226.0,N,Feedr,Norm,0,0,21,4,3,MetalSd,2,3,0,CBlock,1,6,0.0,0.0,3,1,3,None,0.0,670,0,GasA,4,1040.0,1.5Fin,1,1,0,3500,51.0,3,0,0.0,None,Shed,2000,7,BrkSide,2.0,21,4,2,0,0,3,CompShg,0,Pave,4,370.0,0,2007,1947.5
808,0,0,None,2,4,3,150.0,404.0,1,0,0.0,0.0,4,254.0,Y,RRAn,Feedr,4,0,143,4,3,VinylSd,4,3,0,CBlock,1,6,308.0,1.0,5,3,5,Detchd,1963.0,808,0,GasA,0,1924.0,1Story,1,3,0,5175,50.0,3,0,0.0,None,None,0,7,BrkSide,1.0,0,7,4,0,0,3,CompShg,0,Pave,5,808.0,143,2007,1979.0
1150,0,0,None,2,4,3,368.0,0.0,1,6,1.0,0.0,4,710.0,Y,Norm,Norm,4,0,175,2,3,HdBoard,2,3,0,CBlock,1,6,288.0,1.0,5,0,5,Attchd,1955.0,1150,0,GasA,0,2516.0,1Story,1,3,0,9600,80.0,3,0,176.0,BrkFace,None,0,10,NAmes,2.0,0,5,4,2,0,3,CompShg,175,Pave,6,1078.0,0,2007,1955.0
1560,0,0,None,4,4,3,0.0,0.0,6,6,0.0,0.0,4,1560.0,Y,Norm,Norm,4,0,0,4,3,MetalSd,4,3,0,CBlock,2,6,792.0,3.0,5,3,5,Detchd,1968.0,1560,0,GasA,4,3912.0,1Story,2,3,0,8668,63.0,3,0,0.0,None,None,0,5,NAmes,2.0,0,4,4,2,0,3,CompShg,0,Pave,8,1560.0,0,2007,1968.0
1280,0,0,None,3,4,0,602.0,0.0,2,6,0.0,1.0,4,191.0,Y,Norm,Norm,4,0,180,4,3,HdBoard,4,5,1,CBlock,2,6,432.0,2.0,5,0,5,Basment,1966.0,1280,0,GasA,0,2505.0,SFoyer,1,3,0,10050,73.0,0,0,87.0,BrkFace,None,0,6,NAmes,2.5,40,5,4,2,0,3,CompShg,0,Pave,6,793.0,140,2007,1966.0
1254,0,0,None,3,4,0,600.0,0.0,0,6,1.0,0.0,4,618.0,Y,Norm,Norm,4,0,168,4,3,WdShing,4,2,1,CBlock,1,6,525.0,2.0,5,2,5,Attchd,1961.0,1254,0,GasA,4,2997.0,SLvl,1,3,0,9600,100.0,0,0,291.0,BrkFace,None,0,5,NAmes,2.0,0,4,5,2,0,3,CompShg,168,Pave,6,1218.0,0,2007,1961.0
936,0,219,None,2,4,3,873.0,0.0,0,6,1.0,0.0,4,63.0,Y,Norm,Norm,4,0,219,4,3,VinylSd,4,3,0,CBlock,1,6,315.0,1.0,5,2,5,Attchd,1957.0,936,0,GasA,4,2187.0,1Story,1,2,0,8760,73.0,3,0,0.0,None,None,0,9,NAmes,2.0,0,6,5,2,0,3,CompShg,0,Pave,4,936.0,0,2007,1978.0
1008,0,0,None,3,4,3,908.0,0.0,2,6,1.0,0.0,4,100.0,Y,Norm,Norm,4,0,0,4,3,Wd Sdng,4,3,0,CBlock,1,6,308.0,1.0,5,3,5,Detchd,1964.0,1008,0,GasA,0,2324.0,1Story,1,1,0,6860,65.0,0,0,54.0,BrkCmn,None,0,12,NAmes,2.0,0,5,4,2,0,3,CompShg,0,Pave,6,1008.0,0,2007,1956.0
1053,0,0,None,3,4,3,288.0,0.0,0,6,1.0,0.0,4,765.0,Y,Norm,Norm,4,0,349,4,3,MetalSd,4,3,0,CBlock,1,6,692.0,2.0,5,2,5,2Types,1994.0,1053,0,GasA,2,2798.0,1Story,1,2,0,8250,60.0,3,0,0.0,None,None,0,7,NAmes,2.0,0,6,4,2,0,3,CompShg,109,Pave,6,1053.0,240,2007,1963.0
1144,0,0,None,3,4,3,0.0,0.0,6,6,0.0,0.0,4,1144.0,Y,Norm,Norm,4,0,0,4,3,HdBoard,4,2,1,CBlock,1,6,336.0,1.0,5,2,5,Attchd,1960.0,1144,0,GasA,4,2624.0,1Story,1,3,0,9100,70.0,3,0,69.0,BrkCmn,None,0,6,NAmes,1.0,0,4,4,2,0,3,CompShg,0,Pave,6,1144.0,0,2007,1960.0
1721,0,0,None,4,4,3,668.0,138.0,1,5,0.0,0.0,4,525.0,Y,Feedr,Norm,4,0,0,4,3,Wd Sdng,4,5,3,CBlock,1,6,464.0,2.0,5,3,5,Attchd,1957.0,1721,0,GasA,2,3516.0,1Story,1,3,0,9736,80.0,3,0,289.0,BrkFace,None,0,4,NAmes,1.0,0,5,5,2,0,3,CompShg,0,Pave,8,1331.0,0,2007,1963.0
922,0,0,None,2,4,3,512.0,0.0,5,6,1.0,0.0,4,410.0,Y,Norm,Norm,0,0,34,4,3,Wd Sdng,1,3,0,CBlock,1,6,308.0,1.0,5,3,5,Attchd,1957.0,922,0,GasA,4,2152.0,1Story,1,3,0,9770,72.0,3,0,0.0,None,None,0,4,NAmes,2.0,34,4,4,2,0,3,CompShg,0,Pave,5,922.0,0,2007,1957.0
1411,0,0,None,3,4,0,780.0,0.0,5,6,0.0,0.0,4,424.0,Y,Norm,Norm,4,0,360,4,3,VinylSd,4,5,1,CBlock,1,6,310.0,1.0,5,2,5,Attchd,1955.0,1411,0,GasA,4,2925.0,1Story,1,3,0,12198,70.0,0,0,0.0,None,None,0,6,NAmes,1.0,82,5,4,2,0,3,CompShg,0,Pave,7,1204.0,278,2007,1965.0
1216,0,0,None,3,4,3,288.0,0.0,5,6,1.0,0.0,4,928.0,Y,Norm,Norm,4,0,0,4,3,MetalSd,4,3,0,CBlock,1,6,336.0,1.0,5,2,5,Attchd,1955.0,1216,0,GasA,4,2768.0,1Story,1,3,0,10050,75.0,3,0,0.0,None,None,0,8,NAmes,2.0,0,4,4,2,0,3,CompShg,0,Pave,5,1216.0,0,2007,1955.0
1154,0,0,None,3,4,3,408.0,0.0,1,6,0.0,0.0,4,456.0,Y,Norm,Norm,4,0,63,0,3,VinylSd,4,3,0,CBlock,1,6,336.0,1.0,5,3,5,Detchd,1962.0,1154,1,GasA,2,2354.0,1Story,1,0,0,11556,60.0,3,0,0.0,None,None,0,7,NAmes,1.5,0,8,4,2,0,3,CompShg,0,Pave,6,864.0,63,2007,1979.5
1560,0,0,None,4,4,3,0.0,0.0,6,6,0.0,0.0,4,1560.0,Y,Norm,Norm,4,0,0,4,3,Wd Sdng,4,3,0,CBlock,2,6,484.0,2.0,5,3,5,Detchd,1958.0,1560,0,GasA,4,3604.0,1Story,2,3,0,8078,70.0,3,0,260.0,Stone,None,0,12,NAmes,2.0,0,4,4,2,0,3,CompShg,0,Pave,8,1560.0,0,2007,1958.0
948,0,0,None,2,4,3,441.0,0.0,0,6,0.0,0.0,4,507.0,Y,Norm,Norm,4,0,48,4,3,Wd Sdng,4,3,0,CBlock,1,6,410.0,2.0,5,3,5,Detchd,1952.0,948,0,GasA,4,2306.0,1Story,1,3,0,10950,60.0,3,0,0.0,None,None,0,4,NAmes,1.0,48,5,5,0,0,3,CompShg,0,Pave,5,948.0,0,2007,1952.0
1040,0,0,None,3,4,3,85.0,955.0,5,0,0.0,1.0,4,0.0,Y,Norm,Norm,1,0,0,4,3,Wd Sdng,2,3,0,CBlock,1,6,293.0,1.0,5,0,5,Attchd,1953.0,1040,0,GasA,4,2373.0,1Story,1,3,0,7942,68.0,3,0,0.0,None,None,0,6,NAmes,1.5,0,6,5,2,0,3,CompShg,0,Pave,6,1040.0,0,2007,1953.0
925,0,0,None,3,4,3,114.0,691.0,5,0,1.0,0.0,4,120.0,Y,Norm,Norm,4,0,152,2,3,VinylSd,4,3,0,CBlock,1,6,252.0,1.0,5,3,5,Detchd,1956.0,925,0,GasA,4,2102.0,1Story,1,2,0,8540,71.0,3,0,0.0,None,None,0,6,NAmes,2.0,0,7,4,2,0,3,CompShg,0,Pave,5,925.0,152,2007,1979.5
1040,500,0,None,4,4,3,150.0,0.0,5,6,1.0,0.0,4,1040.0,Y,Norm,Norm,4,0,0,4,3,MetalSd,4,3,0,PConc,1,6,352.0,1.0,5,3,5,Detchd,2002.0,1540,0,GasA,2,3082.0,1.5Fin,1,1,0,7150,55.0,3,0,0.0,None,None,0,8,NAmes,2.0,0,3,3,2,0,3,CompShg,0,Pave,7,1190.0,0,2007,1955.0
925,0,0,None,3,4,3,793.0,0.0,1,6,1.0,0.0,4,130.0,Y,Norm,Norm,4,0,81,2,3,MetalSd,1,5,2,CBlock,1,6,390.0,1.0,5,3,5,Attchd,1955.0,925,0,GasA,4,2238.0,1Story,1,3,0,8400,70.0,3,0,0.0,None,None,0,3,NAmes,2.0,0,4,4,2,0,3,CompShg,0,Pave,5,923.0,81,2007,1955.0
1647,0,0,None,3,4,3,595.0,354.0,1,5,1.0,0.0,4,156.0,Y,Norm,Norm,4,0,225,4,3,VinylSd,0,1,1,CBlock,1,2,280.0,1.0,5,0,5,Attchd,1953.0,1647,0,GasA,2,3032.0,1Story,1,3,0,9532,75.0,3,0,0.0,None,None,0,2,NAmes,2.0,0,5,3,2,368,3,CompShg,0,Pave,6,1105.0,225,2007,1953.0
924,0,0,None,2,4,3,292.0,0.0,5,6,0.0,0.0,4,632.0,Y,Artery,Norm,4,0,324,4,3,Wd Sdng,2,3,0,CBlock,1,6,420.0,1.0,5,3,5,Detchd,1952.0,924,0,GasA,4,2268.0,1Story,1,3,0,15783,60.0,3,0,0.0,None,Shed,400,6,OldTown,1.0,324,4,4,2,0,3,CompShg,0,Pave,6,924.0,0,2007,1952.0
1000,544,0,None,3,4,3,0.0,0.0,6,6,0.0,0.0,1,925.0,Y,Artery,Norm,4,0,231,2,2,VinylSd,4,3,0,CBlock,2,6,0.0,0.0,3,1,3,None,0.0,1544,0,GasA,2,2469.0,1.5Fin,1,3,0,14190,60.0,3,0,0.0,None,None,0,4,OldTown,2.0,0,6,3,0,0,3,CompShg,0,Pave,7,925.0,231,2007,1948.0
1216,0,0,None,3,0,3,198.0,0.0,3,6,1.0,0.0,4,1018.0,Y,Norm,Norm,4,0,200,4,3,MetalSd,1,2,1,CBlock,1,6,371.0,1.0,5,3,5,Attchd,1953.0,1728,0,GasA,0,3315.0,1.5Fin,1,3,0,12099,73.0,0,512,0.0,None,None,0,6,NAmes,2.0,0,5,4,2,0,3,CompShg,0,Pave,7,1216.0,200,2007,1978.5
1308,1778,0,None,4,0,3,0.0,0.0,6,6,0.0,0.0,4,666.0,Y,Norm,Norm,4,290,654,4,3,Wd Sdng,4,3,0,BrkTil,3,2,1200.0,3.0,5,3,5,BuiltIn,2007.0,3086,1,GasA,2,4952.0,2Story,1,2,0,21281,113.0,3,0,0.0,None,None,0,11,NAmes,3.5,208,3,4,2,0,3,CompShg,156,Pave,9,666.0,0,2007,1971.0
845,436,0,None,1,4,2,1030.0,66.0,0,3,1.0,0.0,4,55.0,Y,Norm,Norm,4,0,0,4,3,MetalSd,4,3,0,CBlock,2,4,580.0,2.0,5,3,5,Detchd,1978.0,1281,0,GasA,0,3012.0,1.5Fin,1,3,0,10284,60.0,3,0,0.0,None,None,0,8,OldTown,3.0,0,6,3,2,0,3,CompShg,0,Pave,6,1151.0,0,2007,1959.0
751,783,0,Grvl,3,4,0,0.0,0.0,6,6,0.0,0.0,2,736.0,Y,Norm,Norm,4,0,112,2,3,Wd Sdng,4,3,0,CBlock,1,6,0.0,0.0,3,1,3,None,0.0,1534,1,GasA,0,2270.0,2Story,1,2,0,10800,60.0,3,0,0.0,None,None,0,7,OldTown,1.5,112,8,4,0,0,3,CompShg,0,Pave,6,736.0,0,2007,1947.0
1035,616,0,None,4,4,0,242.0,483.0,5,0,0.0,1.0,4,0.0,Y,Norm,Norm,4,0,671,4,3,Plywood,2,5,2,CBlock,2,6,276.0,1.0,5,3,5,BuiltIn,1963.0,1651,0,GasA,4,2652.0,SLvl,1,3,0,10090,93.0,0,0,364.0,BrkFace,None,0,10,NAmes,2.5,46,4,6,2,0,3,CompShg,165,Pave,6,725.0,460,2007,1981.0
888,0,0,None,3,4,3,192.0,0.0,0,6,0.0,1.0,4,728.0,Y,Norm,Norm,4,0,0,4,3,HdBoard,4,3,0,CBlock,1,6,240.0,1.0,5,3,5,Attchd,1961.0,888,0,GasA,2,2048.0,1Story,1,3,0,8700,75.0,0,0,53.0,BrkFace,None,0,2,NAmes,1.5,0,6,4,2,0,3,CompShg,0,Pave,5,920.0,0,2007,1961.0
952,0,0,None,3,4,2,952.0,0.0,5,6,1.0,0.0,4,0.0,Y,Norm,Norm,4,0,0,4,3,Wd Sdng,4,3,0,CBlock,1,6,288.0,1.0,5,3,5,Attchd,1968.0,952,0,GasA,2,2192.0,1Story,1,3,0,8300,66.0,0,0,86.0,BrkFace,None,0,8,NAmes,2.0,0,5,5,2,0,3,CompShg,0,Pave,5,952.0,0,2007,1968.0
1238,0,0,None,3,4,3,432.0,0.0,3,6,0.0,0.0,4,432.0,Y,Norm,Norm,0,0,171,4,3,WdShing,4,5,1,CBlock,1,3,357.0,1.0,5,3,5,Attchd,1950.0,1238,1,GasA,1,2459.0,1Story,1,3,0,7200,60.0,3,0,0.0,None,None,0,11,NAmes,1.5,171,2,4,2,0,3,CompShg,0,Pave,6,864.0,0,2007,1950.0
1040,0,0,None,3,4,3,574.0,0.0,2,6,1.0,0.0,4,466.0,Y,Norm,Norm,4,0,0,4,3,BrkFace,4,3,0,CBlock,1,6,286.0,1.0,5,2,5,Attchd,1959.0,1040,0,GasA,0,2366.0,1Story,1,2,0,7500,73.0,3,0,0.0,None,Shed,0,7,NAmes,2.0,0,6,4,2,0,3,CompShg,0,Pave,6,1040.0,0,2007,1981.0
1170,0,0,None,3,4,3,625.0,0.0,5,6,0.0,1.0,4,545.0,Y,Norm,Norm,4,0,225,4,3,BrkFace,4,5,1,CBlock,1,6,338.0,1.0,5,2,5,Attchd,1958.0,1170,0,GasA,4,2678.0,1Story,1,3,0,7315,70.0,3,0,0.0,None,None,0,3,NAmes,1.5,0,5,4,2,0,3,CompShg,225,Pave,6,1170.0,0,2007,1958.0
1242,0,0,None,3,4,3,739.0,0.0,5,6,1.0,0.0,4,503.0,Y,Norm,Norm,0,0,0,4,3,BrkFace,4,3,0,CBlock,1,6,324.0,1.0,5,2,5,Attchd,1960.0,1242,1,GasA,2,2808.0,1Story,1,3,0,7903,70.0,3,0,0.0,None,None,0,5,NAmes,2.5,0,4,4,2,0,3,CompShg,0,Pave,6,1242.0,0,2007,1960.0
1377,0,0,None,3,4,3,1098.0,154.0,1,5,1.0,0.0,4,125.0,Y,Norm,Norm,4,0,0,4,3,BrkFace,2,5,2,CBlock,1,6,351.0,1.0,5,3,5,Attchd,1965.0,1377,0,GasA,4,3105.0,1Story,1,3,0,8000,80.0,3,0,0.0,None,None,0,11,NAmes,2.0,0,4,4,2,0,3,CompShg,0,Pave,6,1377.0,0,2007,1960.0
925,0,0,None,3,2,4,0.0,0.0,4,4,0.0,0.0,3,0.0,Y,Feedr,Norm,4,0,0,4,3,BrkFace,4,3,0,Slab,1,6,300.0,1.0,5,0,5,Attchd,1961.0,925,0,GasA,2,1225.0,1Story,1,3,0,7000,70.0,3,0,0.0,None,None,0,7,NAmes,1.0,0,5,4,2,0,3,CompShg,0,Pave,7,0.0,0,2007,1961.0
864,0,0,None,2,4,3,110.0,442.0,0,1,0.0,0.0,4,312.0,Y,PosN,Norm,4,0,58,4,3,Wd Sdng,4,3,0,CBlock,1,6,294.0,1.0,5,3,5,Detchd,1962.0,864,0,GasA,2,2022.0,1Story,1,3,0,6600,60.0,3,0,0.0,None,None,0,12,NAmes,1.0,0,4,4,2,0,3,CompShg,0,Pave,5,864.0,58,2007,1962.0
936,0,0,None,3,4,0,734.0,0.0,0,6,1.0,0.0,4,162.0,Y,Norm,Norm,4,160,274,4,3,HdBoard,4,4,1,CBlock,1,6,288.0,1.0,5,2,5,Attchd,1962.0,936,0,GasA,4,2120.0,SFoyer,1,3,0,6760,66.0,3,0,0.0,None,None,0,10,NAmes,2.0,90,4,4,2,0,3,CompShg,0,Pave,6,896.0,24,2007,1962.0
960,0,0,None,2,4,3,0.0,0.0,6,6,0.0,0.0,4,850.0,Y,Artery,Norm,4,116,116,2,2,MetalSd,4,3,0,BrkTil,1,6,576.0,2.0,5,2,5,Detchd,1981.0,960,0,GasA,4,2386.0,1Story,1,3,0,6978,60.0,3,0,0.0,None,None,0,4,OldTown,1.0,0,6,4,2,0,3,CompShg,0,Pave,5,850.0,0,2007,1953.0
866,430,0,Grvl,3,4,3,276.0,0.0,5,6,0.0,0.0,4,569.0,Y,Norm,Norm,4,175,175,4,3,MetalSd,4,3,0,BrkTil,1,6,576.0,2.0,5,3,5,Detchd,1980.0,1296,0,GasA,4,2717.0,1.5Fin,1,3,0,6000,50.0,3,0,0.0,None,None,0,7,OldTown,1.0,0,5,5,2,0,3,CompShg,0,Pave,6,845.0,0,2007,1938.5
1022,0,0,None,2,0,3,782.0,0.0,3,6,1.0,0.0,1,240.0,N,Artery,Norm,1,20,142,4,3,AsbShng,2,2,1,PConc,1,6,184.0,1.0,1,3,5,Detchd,1922.0,1022,0,GasA,4,2228.0,1Story,1,1,0,4480,56.0,3,0,0.0,None,None,0,2,OldTown,2.0,122,4,4,0,0,3,CompShg,0,Pave,4,1022.0,0,2007,1936.0
967,0,0,Grvl,2,4,3,0.0,0.0,6,6,0.0,0.0,4,967.0,Y,Norm,Norm,4,26,26,4,3,MetalSd,4,2,1,BrkTil,1,6,180.0,1.0,5,3,1,Detchd,1920.0,967,0,GasA,2,2114.0,1Story,1,3,0,3153,56.0,3,0,0.0,None,None,0,7,OldTown,1.0,0,5,4,0,0,3,CompShg,0,Pave,5,967.0,0,2007,1955.0
1072,0,0,None,2,4,3,0.0,0.0,6,6,0.0,0.0,4,808.0,Y,Norm,Norm,4,0,0,4,3,VinylSd,4,2,2,CBlock,1,6,379.0,2.0,5,3,5,Detchd,1940.0,1072,0,GasA,0,2259.0,1Story,1,3,0,7200,60.0,3,0,279.0,Stone,None,0,5,OldTown,1.0,0,7,4,2,0,3,CompShg,0,Pave,5,808.0,0,2007,1945.0
680,494,0,None,2,0,3,130.0,0.0,1,6,0.0,0.0,4,550.0,Y,Norm,Norm,4,40,182,4,3,Stucco,2,2,1,BrkTil,1,6,576.0,2.0,5,3,5,Detchd,2000.0,1174,0,GasA,0,2430.0,1.5Fin,1,2,0,9000,120.0,3,0,0.0,None,None,0,6,OldTown,1.0,26,7,4,2,0,3,CompShg,0,Pave,6,680.0,116,2007,1953.0
761,380,0,None,3,4,3,122.0,448.0,3,5,0.0,0.0,1,0.0,N,Norm,Norm,4,96,96,4,3,MetalSd,4,3,0,BrkTil,1,6,252.0,1.0,1,3,1,Detchd,1930.0,1141,0,GasA,2,1963.0,1.5Fin,1,3,0,5925,50.0,3,0,0.0,None,None,0,5,OldTown,1.0,0,5,3,2,0,3,CompShg,0,Pave,6,570.0,0,2007,1925.0
1156,642,0,None,4,4,3,0.0,0.0,6,6,0.0,0.0,4,1075.0,Y,Artery,Norm,4,160,160,4,3,MetalSd,2,3,0,PConc,2,6,342.0,2.0,5,3,5,Detchd,1935.0,1798,1,GasA,0,3215.0,2Story,1,3,0,9639,57.0,3,0,0.0,None,None,0,5,OldTown,2.5,0,7,3,0,0,3,CompShg,0,Pave,7,1075.0,0,2007,1925.0
909,863,0,Pave,3,4,3,0.0,0.0,6,6,0.0,0.0,4,725.0,N,Norm,Norm,4,0,0,2,2,VinylSd,2,3,0,BrkTil,2,6,816.0,2.0,5,3,5,Detchd,1992.0,1772,1,GasA,0,3313.0,2Story,1,2,0,10337,60.0,0,0,0.0,None,None,0,5,OldTown,2.5,0,8,7,2,0,3,CompShg,0,Pave,7,725.0,0,2007,1954.5
914,728,0,Pave,4,4,3,196.0,210.0,3,5,0.0,1.0,4,322.0,Y,Norm,Norm,4,0,0,4,3,Wd Sdng,4,2,1,BrkTil,1,6,374.0,1.0,5,3,5,Detchd,1927.0,1642,1,GasA,4,2744.0,2Story,1,3,0,9863,53.0,3,0,0.0,None,None,0,3,OldTown,2.0,0,5,5,2,0,3,CompShg,0,Pave,9,728.0,0,2007,1938.5
616,616,0,Grvl,3,4,3,168.0,0.0,1,6,0.0,0.0,4,448.0,Y,Norm,Norm,4,143,423,4,3,MetalSd,4,3,0,BrkTil,1,6,480.0,2.0,1,3,1,Detchd,1920.0,1232,0,GasA,0,2328.0,2Story,1,3,0,4571,35.0,3,0,0.0,None,None,0,6,OldTown,1.0,0,6,4,2,0,3,CompShg,0,Pave,6,616.0,280,2007,1930.0
